sku_id,week_start,channel,qty,data_provenance
YGC-PER-0003,2025-03-15,horeca,1045.33,synthetic
YGC-PER-0003,2025-03-22,general_trade,1006.44,synthetic
YGC-PER-0003,2025-03-29,horeca,3032.58,synthetic
YGC-PER-0003,2025-04-05,modern_trade,3320.04,synthetic
YGC-PER-0003,2025-04-12,horeca,11342.07,synthetic
YGC-PER-0003,2025-04-19,horeca,11780.34,synthetic
YGC-PER-0003,2025-04-26,horeca,10999.13,synthetic
YGC-PER-0003,2025-05-03,modern_trade,11440.97,synthetic
YGC-PER-0003,2025-05-10,general_trade,10559.57,synthetic
YGC-PER-0003,2025-05-17,horeca,10458.15,synthetic
YGC-PER-0003,2025-05-24,modern_trade,10034.48,synthetic
YGC-PER-0003,2025-05-31,quick_commerce,10128.57,synthetic
YGC-PER-0003,2025-06-07,modern_trade,10523.28,synthetic
YGC-PER-0003,2025-06-14,general_trade,11538.07,synthetic
YGC-PER-0003,2025-06-21,quick_commerce,11835.52,synthetic
YGC-PER-0003,2025-06-28,horeca,10851.7,synthetic
YGC-PER-0003,2025-07-05,modern_trade,22797.1,synthetic
YGC-PER-0003,2025-07-12,modern_trade,23042.65,synthetic
YGC-PER-0003,2025-07-19,modern_trade,24398.43,synthetic
YGC-PER-0003,2025-07-26,horeca,24884.21,synthetic
YGC-PER-0003,2025-08-02,horeca,24957.44,synthetic
YGC-PER-0003,2025-08-09,general_trade,49904.53,synthetic
YGC-PER-0003,2025-08-16,modern_trade,45472.62,synthetic
YGC-PER-0003,2025-08-23,quick_commerce,43512.66,synthetic
YGC-PER-0003,2025-08-30,horeca,76709.39,synthetic
YGC-PER-0003,2025-09-06,horeca,81693.91,synthetic
YGC-PER-0003,2025-09-13,quick_commerce,88582.0,synthetic
YGC-PER-0003,2025-09-20,general_trade,88699.99,synthetic
YGC-PER-0003,2025-09-27,general_trade,213896.73,synthetic
YGC-PER-0003,2025-10-04,general_trade,198260.07,synthetic
YGC-PER-0003,2025-10-11,general_trade,202690.28,synthetic
YGC-PER-0003,2025-10-18,horeca,199870.69,synthetic
YGC-PER-0003,2025-10-25,modern_trade,214855.34,synthetic
YGC-PER-0003,2025-11-01,horeca,231676.81,synthetic
YGC-PER-0003,2025-11-08,horeca,215913.97,synthetic
YGC-PER-0003,2025-11-15,modern_trade,230292.25,synthetic
YGC-PER-0003,2025-11-22,modern_trade,208941.07,synthetic
YGC-PER-0003,2025-11-29,horeca,196467.81,synthetic
YGC-PER-0003,2025-12-06,quick_commerce,181336.22,synthetic
YGC-PER-0003,2025-12-13,modern_trade,191451.52,synthetic
YGC-PER-0003,2025-12-20,general_trade,179538.1,synthetic
YGC-PER-0003,2025-12-27,modern_trade,337548.0,synthetic
YGC-PER-0003,2026-01-03,horeca,899506.46,synthetic
YGC-PER-0003,2026-01-10,quick_commerce,830253.54,synthetic
YGC-PER-0003,2026-01-17,modern_trade,911866.92,synthetic
YGC-PER-0003,2026-01-24,quick_commerce,949429.01,synthetic
YGC-PER-0003,2026-01-31,general_trade,3065061.51,synthetic
YGC-PER-0003,2026-02-07,horeca,2813429.82,synthetic
YGC-PER-0003,2026-02-14,horeca,2766728.38,synthetic
YGC-PER-0003,2026-02-21,general_trade,2686725.39,synthetic
YGC-PER-0003,2026-02-28,general_trade,2526808.73,synthetic
YGC-PER-0003,2026-03-07,horeca,2335791.34,synthetic
YGC-PER-0003,2026-03-14,modern_trade,2409979.09,synthetic
YGC-PER-0003,2026-03-21,quick_commerce,2190229.27,synthetic
YGC-PER-0003,2026-03-28,modern_trade,2307477.67,synthetic
YGC-PER-0003,2026-04-04,horeca,2374356.65,synthetic
YGC-PER-0003,2026-04-11,modern_trade,2605756.47,synthetic
YGC-PER-0003,2026-04-18,quick_commerce,2451348.18,synthetic
YGC-PER-0003,2026-04-25,modern_trade,2259549.84,synthetic
YGC-PER-0003,2026-05-02,modern_trade,2290733.97,synthetic
YGC-PER-0003,2026-05-09,general_trade,2518863.51,synthetic
YGC-PER-0003,2026-05-16,modern_trade,2708544.94,synthetic
YGC-PER-0003,2026-05-23,horeca,2609570.89,synthetic
YGC-PER-0003,2026-05-30,modern_trade,7631074.48,synthetic
YGC-PER-0003,2026-06-06,horeca,8234600.76,synthetic
YGC-PER-0003,2026-06-13,horeca,8631922.63,synthetic
YGC-PER-0003,2026-06-20,quick_commerce,7978705.15,synthetic
YGC-PER-0003,2026-06-27,quick_commerce,7489958.21,synthetic
YGC-PER-0004,2024-07-06,general_trade,863.29,synthetic
YGC-PER-0004,2024-07-13,horeca,910.03,synthetic
YGC-PER-0004,2024-07-20,quick_commerce,911.8,synthetic
YGC-PER-0004,2024-07-27,horeca,2037.07,synthetic
YGC-PER-0004,2024-08-03,general_trade,5092.39,synthetic
YGC-PER-0004,2024-08-10,general_trade,4657.74,synthetic
YGC-PER-0004,2024-08-17,horeca,5082.74,synthetic
YGC-PER-0004,2024-08-24,quick_commerce,5133.97,synthetic
YGC-PER-0004,2024-08-31,quick_commerce,5187.92,synthetic
YGC-PER-0004,2024-09-07,horeca,5326.64,synthetic
YGC-PER-0004,2024-09-14,quick_commerce,4851.28,synthetic
YGC-PER-0004,2024-09-21,modern_trade,5164.75,synthetic
YGC-PER-0004,2024-09-28,quick_commerce,5420.33,synthetic
YGC-PER-0004,2024-10-05,quick_commerce,5117.21,synthetic
YGC-PER-0004,2024-10-12,general_trade,15992.02,synthetic
YGC-PER-0004,2024-10-19,general_trade,16284.88,synthetic
YGC-PER-0004,2024-10-26,quick_commerce,17328.5,synthetic
YGC-PER-0004,2024-11-02,modern_trade,17633.27,synthetic
YGC-PER-0004,2024-11-09,general_trade,15989.72,synthetic
YGC-PER-0004,2024-11-16,general_trade,16841.97,synthetic
YGC-PER-0004,2024-11-23,modern_trade,54394.82,synthetic
YGC-PER-0004,2024-11-30,general_trade,52635.35,synthetic
YGC-PER-0004,2024-12-07,horeca,53333.61,synthetic
YGC-PER-0004,2024-12-14,quick_commerce,114041.59,synthetic
YGC-PER-0004,2024-12-21,general_trade,111754.81,synthetic
YGC-PER-0004,2024-12-28,horeca,121024.03,synthetic
YGC-PER-0004,2025-01-04,horeca,238179.62,synthetic
YGC-PER-0004,2025-01-11,horeca,557136.38,synthetic
YGC-PER-0004,2025-01-18,general_trade,538137.4,synthetic
YGC-PER-0004,2025-01-25,general_trade,490756.9,synthetic
YGC-PER-0004,2025-02-01,modern_trade,495982.48,synthetic
YGC-PER-0004,2025-02-08,general_trade,450678.7,synthetic
YGC-PER-0004,2025-02-15,quick_commerce,470259.91,synthetic
YGC-PER-0004,2025-02-22,general_trade,488080.0,synthetic
YGC-PER-0004,2025-03-01,horeca,440546.94,synthetic
YGC-PER-0004,2025-03-08,modern_trade,407405.36,synthetic
YGC-PER-0004,2025-03-15,quick_commerce,391320.11,synthetic
YGC-PER-0004,2025-03-22,quick_commerce,396315.92,synthetic
YGC-PER-0004,2025-03-29,modern_trade,386335.55,synthetic
YGC-PER-0004,2025-04-05,general_trade,398150.44,synthetic
YGC-PER-0004,2025-04-12,general_trade,373943.55,synthetic
YGC-PER-0004,2025-04-19,horeca,388165.98,synthetic
YGC-PER-0004,2025-04-26,general_trade,370139.37,synthetic
YGC-PER-0004,2025-05-03,modern_trade,371804.79,synthetic
YGC-PER-0004,2025-05-10,horeca,363927.31,synthetic
YGC-PER-0004,2025-05-17,quick_commerce,805238.14,synthetic
YGC-PER-0004,2025-05-24,horeca,821809.52,synthetic
YGC-PER-0004,2025-05-31,horeca,843206.52,synthetic
YGC-PER-0004,2025-06-07,quick_commerce,871112.95,synthetic
YGC-PER-0004,2025-06-14,quick_commerce,893001.05,synthetic
YGC-PER-0004,2025-06-21,modern_trade,879276.03,synthetic
YGC-PER-0004,2025-06-28,modern_trade,2587262.22,synthetic
YGC-PER-0004,2025-07-05,horeca,2691956.64,synthetic
YGC-PER-0004,2025-07-12,general_trade,2597049.6,synthetic
YGC-PER-0004,2025-07-19,modern_trade,8177479.92,synthetic
YGC-PER-0004,2025-07-26,quick_commerce,7420551.89,synthetic
YGC-PER-0004,2025-08-02,modern_trade,7083863.11,synthetic
YGC-PER-0004,2025-08-09,quick_commerce,7250955.29,synthetic
YGC-PER-0004,2025-08-16,modern_trade,6587754.84,synthetic
YGC-PER-0004,2025-08-23,general_trade,7177382.68,synthetic
YGC-PER-0004,2025-08-30,modern_trade,6976506.45,synthetic
YGC-PER-0004,2025-09-06,horeca,6994343.3,synthetic
YGC-PER-0004,2025-09-13,general_trade,6675246.43,synthetic
YGC-PER-0004,2025-09-20,general_trade,6054701.79,synthetic
YGC-PER-0004,2025-09-27,general_trade,12396010.74,synthetic
YGC-PER-0004,2025-10-04,horeca,12466172.92,synthetic
YGC-PER-0004,2025-10-11,general_trade,12787410.53,synthetic
YGC-PER-0004,2025-10-18,modern_trade,12113817.5,synthetic
YGC-PER-0004,2025-10-25,horeca,11598447.35,synthetic
YGC-PER-0004,2025-11-01,quick_commerce,12358365.19,synthetic
YGC-PER-0004,2025-11-08,horeca,12926348.78,synthetic
YGC-PER-0004,2025-11-15,quick_commerce,11964385.27,synthetic
YGC-PER-0004,2025-11-22,general_trade,11022356.62,synthetic
YGC-PER-0004,2025-11-29,quick_commerce,10817427.84,synthetic
YGC-PER-0004,2025-12-06,horeca,9749921.26,synthetic
YGC-PER-0004,2025-12-13,modern_trade,23996113.78,synthetic
YGC-PER-0004,2025-12-20,horeca,22748089.13,synthetic
YGC-PER-0004,2025-12-27,quick_commerce,22096493.62,synthetic
YGC-PER-0004,2026-01-03,horeca,22323432.9,synthetic
YGC-PER-0004,2026-01-10,modern_trade,22411936.36,synthetic
YGC-PER-0004,2026-01-17,horeca,21450158.43,synthetic
YGC-PER-0004,2026-01-24,horeca,20748141.21,synthetic
YGC-PER-0004,2026-01-31,quick_commerce,18847593.15,synthetic
YGC-PER-0004,2026-02-07,general_trade,19178040.93,synthetic
YGC-PER-0004,2026-02-14,horeca,20808464.12,synthetic
YGC-PER-0004,2026-02-21,horeca,22389534.24,synthetic
YGC-PER-0004,2026-02-28,quick_commerce,47398792.74,synthetic
YGC-PER-0004,2026-03-07,quick_commerce,91397994.96,synthetic
YGC-PER-0004,2026-03-14,quick_commerce,85333053.97,synthetic
YGC-PER-0004,2026-03-21,modern_trade,85144385.96,synthetic
YGC-PER-0004,2026-03-28,modern_trade,90328355.7,synthetic
YGC-PER-0004,2026-04-04,modern_trade,95240016.0,synthetic
YGC-PER-0004,2026-04-11,modern_trade,97236630.41,synthetic
YGC-PER-0004,2026-04-18,horeca,105476297.92,synthetic
YGC-PER-0004,2026-04-25,general_trade,108078330.14,synthetic
YGC-PER-0004,2026-05-02,general_trade,212095047.87,synthetic
YGC-PER-0004,2026-05-09,quick_commerce,221374047.6,synthetic
YGC-PER-0004,2026-05-16,horeca,239939777.74,synthetic
YGC-PER-0004,2026-05-23,horeca,871731633.33,synthetic
YGC-PER-0004,2026-05-30,modern_trade,801587905.48,synthetic
YGC-PER-0004,2026-06-06,quick_commerce,833184359.78,synthetic
YGC-PER-0004,2026-06-13,quick_commerce,867603421.53,synthetic
YGC-PER-0004,2026-06-20,general_trade,914729604.11,synthetic
YGC-PER-0004,2026-06-27,quick_commerce,889104346.47,synthetic
YGC-PER-0005,2024-07-06,modern_trade,4320.63,synthetic
YGC-PER-0005,2024-07-13,horeca,4003.15,synthetic
YGC-PER-0005,2024-07-20,modern_trade,3682.79,synthetic
YGC-PER-0005,2024-07-27,horeca,3558.51,synthetic
YGC-PER-0005,2024-08-03,quick_commerce,3855.02,synthetic
YGC-PER-0005,2024-08-10,general_trade,4061.61,synthetic
YGC-PER-0005,2024-08-17,quick_commerce,3821.83,synthetic
YGC-PER-0005,2024-08-24,horeca,3869.65,synthetic
YGC-PER-0005,2024-08-31,horeca,3663.77,synthetic
YGC-PER-0005,2024-09-07,general_trade,3815.65,synthetic
YGC-PER-0005,2024-09-14,horeca,3472.77,synthetic
YGC-PER-0005,2024-09-21,horeca,3291.79,synthetic
YGC-PER-0005,2024-09-28,horeca,3167.43,synthetic
