sku_id,week_start,channel,qty,data_provenance
YGM-CAP-0001,2025-03-29,hospital,4.92,synthetic
YGM-CAP-0001,2025-04-05,hospital,6.31,synthetic
YGM-CAP-0001,2025-04-12,hospital,6.19,synthetic
YGM-CAP-0001,2025-04-19,hospital,5.97,synthetic
YGM-CAP-0001,2025-04-26,hospital,6.51,synthetic
YGM-CAP-0001,2025-05-03,hospital,13.54,synthetic
YGM-CAP-0001,2025-05-10,hospital,11.36,synthetic
YGM-CAP-0001,2025-05-17,hospital,13.74,synthetic
YGM-CAP-0001,2025-05-24,hospital,13.13,synthetic
YGM-CAP-0001,2025-05-31,hospital,19.52,synthetic
YGM-CAP-0001,2025-06-07,hospital,13.99,synthetic
YGM-CAP-0001,2025-06-14,hospital,46.34,synthetic
YGM-CAP-0001,2025-06-21,hospital,35.82,synthetic
YGM-CAP-0001,2025-06-28,hospital,58.41,synthetic
YGM-CAP-0001,2025-07-05,hospital,35.86,synthetic
YGM-CAP-0001,2025-07-12,hospital,31.58,synthetic
YGM-CAP-0001,2025-07-19,hospital,31.25,synthetic
YGM-CAP-0001,2025-07-26,hospital,42.71,synthetic
YGM-CAP-0001,2025-08-02,hospital,38.44,synthetic
YGM-CAP-0001,2025-08-09,hospital,39.57,synthetic
YGM-CAP-0001,2025-08-16,hospital,45.2,synthetic
YGM-CAP-0001,2025-08-23,hospital,52.0,synthetic
YGM-CAP-0001,2025-08-30,hospital,46.66,synthetic
YGM-CAP-0001,2025-09-06,hospital,41.28,synthetic
YGM-CAP-0001,2025-09-13,hospital,57.64,synthetic
YGM-CAP-0001,2025-09-20,hospital,47.93,synthetic
YGM-CAP-0001,2025-09-27,hospital,46.79,synthetic
YGM-CAP-0001,2025-10-04,hospital,37.04,synthetic
YGM-CAP-0001,2025-10-11,hospital,49.83,synthetic
YGM-CAP-0001,2025-10-18,hospital,85.68,synthetic
YGM-CAP-0001,2025-10-25,hospital,56.22,synthetic
YGM-CAP-0001,2025-11-01,hospital,69.87,synthetic
YGM-CAP-0001,2025-11-08,hospital,61.27,synthetic
YGM-CAP-0001,2025-11-15,hospital,75.5,synthetic
YGM-CAP-0001,2025-11-22,hospital,80.66,synthetic
YGM-CAP-0001,2025-11-29,hospital,355.63,synthetic
YGM-CAP-0001,2025-12-06,hospital,382.39,synthetic
YGM-CAP-0001,2025-12-13,hospital,426.86,synthetic
YGM-CAP-0001,2025-12-20,hospital,310.06,synthetic
YGM-CAP-0001,2025-12-27,hospital,240.08,synthetic
YGM-CAP-0001,2026-01-03,hospital,274.66,synthetic
YGM-CAP-0001,2026-01-10,hospital,265.15,synthetic
YGM-CAP-0001,2026-01-17,hospital,238.07,synthetic
YGM-CAP-0001,2026-01-24,hospital,226.25,synthetic
YGM-CAP-0001,2026-01-31,hospital,228.41,synthetic
YGM-CAP-0001,2026-02-07,hospital,659.69,synthetic
YGM-CAP-0001,2026-02-14,hospital,770.56,synthetic
YGM-CAP-0001,2026-02-21,hospital,480.05,synthetic
YGM-CAP-0001,2026-02-28,hospital,685.66,synthetic
YGM-CAP-0001,2026-03-07,hospital,715.66,synthetic
YGM-CAP-0001,2026-03-14,hospital,715.97,synthetic
YGM-CAP-0001,2026-03-21,hospital,517.08,synthetic
YGM-CAP-0001,2026-03-28,hospital,536.0,synthetic
YGM-CAP-0001,2026-04-04,hospital,696.69,synthetic
YGM-CAP-0001,2026-04-11,hospital,599.71,synthetic
YGM-CAP-0001,2026-04-18,hospital,742.0,synthetic
YGM-CAP-0001,2026-04-25,hospital,792.03,synthetic
YGM-CAP-0001,2026-05-02,hospital,738.32,synthetic
YGM-CAP-0001,2026-05-09,hospital,665.95,synthetic
YGM-CAP-0001,2026-05-16,hospital,667.72,synthetic
YGM-CAP-0001,2026-05-23,hospital,991.32,synthetic
YGM-CAP-0001,2026-05-30,hospital,903.68,synthetic
YGM-CAP-0001,2026-06-06,hospital,551.91,synthetic
YGM-CAP-0001,2026-06-13,hospital,612.43,synthetic
YGM-CAP-0001,2026-06-20,hospital,560.27,synthetic
YGM-CAP-0001,2026-06-27,hospital,686.57,synthetic
YGM-CAP-0002,2024-07-06,hospital,0.65,synthetic
YGM-CAP-0002,2024-07-13,hospital,0.51,synthetic
YGM-CAP-0002,2024-07-20,hospital,0.74,synthetic
YGM-CAP-0002,2024-07-27,hospital,0.6,synthetic
YGM-CAP-0002,2024-08-03,hospital,0.73,synthetic
YGM-CAP-0002,2024-08-10,hospital,0.57,synthetic
YGM-CAP-0002,2024-08-17,hospital,0.56,synthetic
YGM-CAP-0002,2024-08-24,hospital,0.61,synthetic
YGM-CAP-0002,2024-08-31,hospital,0.83,synthetic
YGM-CAP-0002,2024-09-07,hospital,0.91,synthetic
YGM-CAP-0002,2024-09-14,hospital,0.85,synthetic
YGM-CAP-0002,2024-09-21,hospital,0.71,synthetic
YGM-CAP-0002,2024-09-28,hospital,0.78,synthetic
YGM-CAP-0002,2024-10-05,hospital,0.74,synthetic
YGM-CAP-0002,2024-10-12,hospital,0.7,synthetic
YGM-CAP-0002,2024-10-19,hospital,0.56,synthetic
YGM-CAP-0002,2024-10-26,hospital,0.62,synthetic
YGM-CAP-0002,2024-11-02,hospital,0.61,synthetic
YGM-CAP-0002,2024-11-09,hospital,0.58,synthetic
YGM-CAP-0002,2024-11-16,hospital,0.46,synthetic
YGM-CAP-0002,2024-11-23,hospital,0.39,synthetic
YGM-CAP-0002,2024-11-30,hospital,0.25,synthetic
YGM-CAP-0002,2024-12-07,hospital,0.38,synthetic
YGM-CAP-0002,2024-12-14,hospital,0.47,synthetic
YGM-CAP-0002,2024-12-21,hospital,0.54,synthetic
YGM-CAP-0002,2024-12-28,hospital,0.51,synthetic
YGM-CAP-0002,2025-01-04,hospital,0.45,synthetic
YGM-CAP-0002,2025-01-11,hospital,0.25,synthetic
YGM-CAP-0002,2025-01-18,hospital,0.43,synthetic
YGM-CAP-0002,2025-01-25,hospital,0.44,synthetic
YGM-CAP-0002,2025-02-01,hospital,0.52,synthetic
YGM-CAP-0002,2025-02-08,hospital,0.46,synthetic
YGM-CAP-0002,2025-02-15,hospital,0.58,synthetic
YGM-CAP-0002,2025-02-22,hospital,0.52,synthetic
YGM-CAP-0002,2025-03-01,hospital,0.62,synthetic
YGM-CAP-0002,2025-03-08,hospital,0.57,synthetic
YGM-CAP-0002,2025-03-15,hospital,0.65,synthetic
YGM-CAP-0002,2025-03-22,hospital,0.66,synthetic
YGM-CAP-0002,2025-03-29,hospital,0.71,synthetic
YGM-CAP-0002,2025-04-05,hospital,0.68,synthetic
YGM-CAP-0002,2025-04-12,hospital,0.73,synthetic
YGM-CAP-0002,2025-04-19,hospital,0.93,synthetic
YGM-CAP-0002,2025-04-26,hospital,0.67,synthetic
YGM-CAP-0002,2025-05-03,hospital,0.66,synthetic
YGM-CAP-0002,2025-05-10,hospital,0.61,synthetic
YGM-CAP-0002,2025-05-17,hospital,0.52,synthetic
YGM-CAP-0002,2025-05-24,hospital,0.64,synthetic
YGM-CAP-0002,2025-05-31,hospital,0.71,synthetic
YGM-CAP-0002,2025-06-07,hospital,0.4,synthetic
YGM-CAP-0002,2025-06-14,hospital,0.5,synthetic
YGM-CAP-0002,2025-06-21,hospital,1.1,synthetic
YGM-CAP-0002,2025-06-28,hospital,4.35,synthetic
YGM-CAP-0002,2025-07-05,hospital,9.05,synthetic
YGM-CAP-0002,2025-07-12,hospital,7.24,synthetic
YGM-CAP-0002,2025-07-19,hospital,7.26,synthetic
YGM-CAP-0002,2025-07-26,hospital,9.74,synthetic
YGM-CAP-0002,2025-08-02,hospital,8.04,synthetic
YGM-CAP-0002,2025-08-09,hospital,5.63,synthetic
YGM-CAP-0002,2025-08-16,hospital,7.74,synthetic
YGM-CAP-0002,2025-08-23,hospital,8.98,synthetic
YGM-CAP-0002,2025-08-30,hospital,8.58,synthetic
YGM-CAP-0002,2025-09-06,hospital,7.38,synthetic
YGM-CAP-0002,2025-09-13,hospital,9.31,synthetic
YGM-CAP-0002,2025-09-20,hospital,8.71,synthetic
YGM-CAP-0002,2025-09-27,hospital,20.48,synthetic
YGM-CAP-0002,2025-10-04,hospital,21.31,synthetic
YGM-CAP-0002,2025-10-11,hospital,22.38,synthetic
YGM-CAP-0002,2025-10-18,hospital,30.02,synthetic
YGM-CAP-0002,2025-10-25,hospital,26.12,synthetic
YGM-CAP-0002,2025-11-01,hospital,20.38,synthetic
YGM-CAP-0002,2025-11-08,hospital,23.36,synthetic
YGM-CAP-0002,2025-11-15,hospital,27.92,synthetic
YGM-CAP-0002,2025-11-22,hospital,33.68,synthetic
YGM-CAP-0002,2025-11-29,hospital,68.4,synthetic
YGM-CAP-0002,2025-12-06,hospital,69.18,synthetic
YGM-CAP-0002,2025-12-13,hospital,60.84,synthetic
YGM-CAP-0002,2025-12-20,hospital,66.47,synthetic
YGM-CAP-0002,2025-12-27,hospital,141.88,synthetic
YGM-CAP-0002,2026-01-03,hospital,483.08,synthetic
YGM-CAP-0002,2026-01-10,hospital,534.36,synthetic
YGM-CAP-0002,2026-01-17,hospital,615.61,synthetic
YGM-CAP-0002,2026-01-24,hospital,706.1,synthetic
YGM-CAP-0002,2026-01-31,hospital,469.94,synthetic
YGM-CAP-0002,2026-02-07,hospital,594.28,synthetic
YGM-CAP-0002,2026-02-14,hospital,464.49,synthetic
YGM-CAP-0002,2026-02-21,hospital,468.41,synthetic
YGM-CAP-0002,2026-02-28,hospital,702.18,synthetic
YGM-CAP-0002,2026-03-07,hospital,605.93,synthetic
YGM-CAP-0002,2026-03-14,hospital,766.3,synthetic
YGM-CAP-0002,2026-03-21,hospital,730.82,synthetic
YGM-CAP-0002,2026-03-28,hospital,924.34,synthetic
YGM-CAP-0002,2026-04-04,hospital,532.54,synthetic
YGM-CAP-0002,2026-04-11,hospital,677.92,synthetic
YGM-CAP-0002,2026-04-18,hospital,1002.14,synthetic
YGM-CAP-0002,2026-04-25,hospital,854.12,synthetic
YGM-CAP-0002,2026-05-02,hospital,819.84,synthetic
YGM-CAP-0002,2026-05-09,hospital,665.44,synthetic
YGM-CAP-0002,2026-05-16,hospital,375.0,synthetic
YGM-CAP-0002,2026-05-23,hospital,509.37,synthetic
YGM-CAP-0002,2026-05-30,hospital,446.08,synthetic
YGM-CAP-0002,2026-06-06,hospital,710.1,synthetic
YGM-CAP-0002,2026-06-13,hospital,621.0,synthetic
YGM-CAP-0002,2026-06-20,hospital,1390.83,synthetic
YGM-CAP-0002,2026-06-27,hospital,1623.83,synthetic
YGM-CAP-0003,2024-07-06,hospital,0.54,synthetic
YGM-CAP-0003,2024-07-13,hospital,0.54,synthetic
YGM-CAP-0003,2024-07-20,hospital,0.53,synthetic
YGM-CAP-0003,2024-07-27,hospital,0.53,synthetic
YGM-CAP-0003,2024-08-03,hospital,0.5,synthetic
YGM-CAP-0003,2024-08-10,hospital,0.5,synthetic
YGM-CAP-0003,2024-08-17,hospital,0.5,synthetic
YGM-CAP-0003,2024-08-24,hospital,0.41,synthetic
YGM-CAP-0003,2024-08-31,hospital,0.47,synthetic
YGM-CAP-0003,2024-09-07,hospital,0.47,synthetic
YGM-CAP-0003,2024-09-14,hospital,0.57,synthetic
YGM-CAP-0003,2024-09-21,hospital,0.54,synthetic
YGM-CAP-0003,2024-09-28,hospital,0.55,synthetic
YGM-CAP-0003,2024-10-05,hospital,0.68,synthetic
YGM-CAP-0003,2024-10-12,hospital,0.56,synthetic
YGM-CAP-0003,2024-10-19,hospital,0.53,synthetic
YGM-CAP-0003,2024-10-26,hospital,0.66,synthetic
YGM-CAP-0003,2024-11-02,hospital,0.49,synthetic
YGM-CAP-0003,2024-11-09,hospital,0.61,synthetic
YGM-CAP-0003,2024-11-16,hospital,0.59,synthetic
YGM-CAP-0003,2024-11-23,hospital,0.49,synthetic
YGM-CAP-0003,2024-11-30,hospital,0.76,synthetic
YGM-CAP-0003,2024-12-07,hospital,0.6,synthetic
YGM-CAP-0003,2024-12-14,hospital,0.48,synthetic
YGM-CAP-0003,2024-12-21,hospital,0.4,synthetic
YGM-CAP-0003,2024-12-28,hospital,0.42,synthetic
YGM-CAP-0003,2025-01-04,hospital,0.43,synthetic
YGM-CAP-0003,2025-01-11,hospital,0.63,synthetic
YGM-CAP-0003,2025-01-18,hospital,0.56,synthetic
YGM-CAP-0003,2025-01-25,hospital,0.54,synthetic
YGM-CAP-0003,2025-02-01,hospital,0.71,synthetic
YGM-CAP-0003,2025-02-08,hospital,0.69,synthetic
YGM-CAP-0003,2025-02-15,hospital,0.54,synthetic
YGM-CAP-0003,2025-02-22,hospital,0.58,synthetic
YGM-CAP-0003,2025-03-01,hospital,0.44,synthetic
YGM-CAP-0003,2025-03-08,hospital,0.54,synthetic
YGM-CAP-0003,2025-03-15,hospital,2.08,synthetic
YGM-CAP-0003,2025-03-22,hospital,1.72,synthetic
YGM-CAP-0003,2025-03-29,hospital,1.96,synthetic
YGM-CAP-0003,2025-04-05,hospital,1.96,synthetic
YGM-CAP-0003,2025-04-12,hospital,2.51,synthetic
YGM-CAP-0003,2025-04-19,hospital,2.35,synthetic
YGM-CAP-0003,2025-04-26,hospital,2.12,synthetic
YGM-CAP-0003,2025-05-03,hospital,1.82,synthetic
YGM-CAP-0003,2025-05-10,hospital,1.95,synthetic
YGM-CAP-0003,2025-05-17,hospital,1.53,synthetic
YGM-CAP-0003,2025-05-24,hospital,2.03,synthetic
YGM-CAP-0003,2025-05-31,hospital,2.05,synthetic
YGM-CAP-0003,2025-06-07,hospital,2.1,synthetic
YGM-CAP-0003,2025-06-14,hospital,1.59,synthetic
YGM-CAP-0003,2025-06-21,hospital,2.14,synthetic
YGM-CAP-0003,2025-06-28,hospital,5.99,synthetic
YGM-CAP-0003,2025-07-05,hospital,6.35,synthetic
YGM-CAP-0003,2025-07-12,hospital,4.67,synthetic
YGM-CAP-0003,2025-07-19,hospital,3.66,synthetic
YGM-CAP-0003,2025-07-26,hospital,5.47,synthetic
YGM-CAP-0003,2025-08-02,hospital,5.25,synthetic
YGM-CAP-0003,2025-08-09,hospital,3.66,synthetic
YGM-CAP-0003,2025-08-16,hospital,4.33,synthetic
YGM-CAP-0003,2025-08-23,hospital,6.05,synthetic
YGM-CAP-0003,2025-08-30,hospital,5.0,synthetic
YGM-CAP-0003,2025-09-06,hospital,5.09,synthetic
YGM-CAP-0003,2025-09-13,hospital,4.45,synthetic
YGM-CAP-0003,2025-09-20,hospital,5.2,synthetic
YGM-CAP-0003,2025-09-27,hospital,4.83,synthetic
YGM-CAP-0003,2025-10-04,hospital,5.71,synthetic
YGM-CAP-0003,2025-10-11,hospital,4.68,synthetic
YGM-CAP-0003,2025-10-18,hospital,4.77,synthetic
YGM-CAP-0003,2025-10-25,hospital,3.24,synthetic
YGM-CAP-0003,2025-11-01,hospital,3.35,synthetic
YGM-CAP-0003,2025-11-08,hospital,4.14,synthetic
YGM-CAP-0003,2025-11-15,hospital,3.3,synthetic
YGM-CAP-0003,2025-11-22,hospital,2.43,synthetic
YGM-CAP-0003,2025-11-29,hospital,2.81,synthetic
YGM-CAP-0003,2025-12-06,hospital,2.56,synthetic
YGM-CAP-0003,2025-12-13,hospital,2.87,synthetic
YGM-CAP-0003,2025-12-20,hospital,3.64,synthetic
YGM-CAP-0003,2025-12-27,hospital,4.22,synthetic
YGM-CAP-0003,2026-01-03,hospital,2.91,synthetic
YGM-CAP-0003,2026-01-10,hospital,3.97,synthetic
YGM-CAP-0003,2026-01-17,hospital,2.83,synthetic
YGM-CAP-0003,2026-01-24,hospital,3.04,synthetic
YGM-CAP-0003,2026-01-31,hospital,3.28,synthetic
YGM-CAP-0003,2026-02-07,hospital,2.49,synthetic
YGM-CAP-0003,2026-02-14,hospital,3.2,synthetic
YGM-CAP-0003,2026-02-21,hospital,3.57,synthetic
YGM-CAP-0003,2026-02-28,hospital,3.18,synthetic
YGM-CAP-0003,2026-03-07,hospital,3.13,synthetic
YGM-CAP-0003,2026-03-14,hospital,4.02,synthetic
YGM-CAP-0003,2026-03-21,hospital,2.93,synthetic
YGM-CAP-0003,2026-03-28,hospital,4.02,synthetic
YGM-CAP-0003,2026-04-04,hospital,3.11,synthetic
YGM-CAP-0003,2026-04-11,hospital,3.25,synthetic
YGM-CAP-0003,2026-04-18,hospital,4.63,synthetic
YGM-CAP-0003,2026-04-25,hospital,5.08,synthetic
YGM-CAP-0003,2026-05-02,hospital,12.89,synthetic
YGM-CAP-0003,2026-05-09,hospital,12.01,synthetic
YGM-CAP-0003,2026-05-16,hospital,11.43,synthetic
YGM-CAP-0003,2026-05-23,hospital,13.44,synthetic
YGM-CAP-0003,2026-05-30,hospital,14.35,synthetic
YGM-CAP-0003,2026-06-06,hospital,10.94,synthetic
YGM-CAP-0003,2026-06-13,hospital,9.81,synthetic
YGM-CAP-0003,2026-06-20,hospital,10.32,synthetic
YGM-CAP-0003,2026-06-27,hospital,14.5,synthetic
YGM-CAP-0004,2024-07-06,hospital,0.94,synthetic
YGM-CAP-0004,2024-07-13,hospital,0.62,synthetic
YGM-CAP-0004,2024-07-20,hospital,0.82,synthetic
YGM-CAP-0004,2024-07-27,hospital,0.97,synthetic
YGM-CAP-0004,2024-08-03,hospital,1.16,synthetic
YGM-CAP-0004,2024-08-10,hospital,0.7,synthetic
YGM-CAP-0004,2024-08-17,hospital,3.87,synthetic
YGM-CAP-0004,2024-08-24,hospital,4.64,synthetic
YGM-CAP-0004,2024-08-31,hospital,5.12,synthetic
YGM-CAP-0004,2024-09-07,hospital,4.76,synthetic
YGM-CAP-0004,2024-09-14,hospital,5.45,synthetic
YGM-CAP-0004,2024-09-21,hospital,17.22,synthetic
YGM-CAP-0004,2024-09-28,hospital,15.59,synthetic
YGM-CAP-0004,2024-10-05,hospital,14.97,synthetic
YGM-CAP-0004,2024-10-12,hospital,10.66,synthetic
YGM-CAP-0004,2024-10-19,hospital,10.62,synthetic
YGM-CAP-0004,2024-10-26,hospital,9.04,synthetic
YGM-CAP-0004,2024-11-02,hospital,7.41,synthetic
YGM-CAP-0004,2024-11-09,hospital,8.81,synthetic
YGM-CAP-0004,2024-11-16,hospital,10.16,synthetic
YGM-CAP-0004,2024-11-23,hospital,10.08,synthetic
YGM-CAP-0004,2024-11-30,hospital,10.0,synthetic
YGM-CAP-0004,2024-12-07,hospital,10.02,synthetic
YGM-CAP-0004,2024-12-14,hospital,13.25,synthetic
YGM-CAP-0004,2024-12-21,hospital,11.17,synthetic
YGM-CAP-0004,2024-12-28,hospital,8.83,synthetic
YGM-CAP-0004,2025-01-04,hospital,9.14,synthetic
YGM-CAP-0004,2025-01-11,hospital,8.25,synthetic
YGM-CAP-0004,2025-01-18,hospital,8.81,synthetic
YGM-CAP-0004,2025-01-25,hospital,11.05,synthetic
YGM-CAP-0004,2025-02-01,hospital,8.43,synthetic
YGM-CAP-0004,2025-02-08,hospital,8.29,synthetic
YGM-CAP-0004,2025-02-15,hospital,9.67,synthetic
YGM-CAP-0004,2025-02-22,hospital,10.13,synthetic
YGM-CAP-0004,2025-03-01,hospital,8.78,synthetic
YGM-CAP-0004,2025-03-08,hospital,7.35,synthetic
YGM-CAP-0004,2025-03-15,hospital,7.3,synthetic
YGM-CAP-0004,2025-03-22,hospital,7.73,synthetic
YGM-CAP-0004,2025-03-29,hospital,7.64,synthetic
YGM-CAP-0004,2025-04-05,hospital,7.87,synthetic
YGM-CAP-0004,2025-04-12,hospital,7.11,synthetic
YGM-CAP-0004,2025-04-19,hospital,5.55,synthetic
YGM-CAP-0004,2025-04-26,hospital,7.98,synthetic
YGM-CAP-0004,2025-05-03,hospital,7.07,synthetic
YGM-CAP-0004,2025-05-10,hospital,6.97,synthetic
YGM-CAP-0004,2025-05-17,hospital,9.75,synthetic
YGM-CAP-0004,2025-05-24,hospital,5.68,synthetic
YGM-CAP-0004,2025-05-31,hospital,9.1,synthetic
YGM-CAP-0004,2025-06-07,hospital,8.64,synthetic
YGM-CAP-0004,2025-06-14,hospital,9.12,synthetic
YGM-CAP-0004,2025-06-21,hospital,22.76,synthetic
YGM-CAP-0004,2025-06-28,hospital,18.7,synthetic
YGM-CAP-0004,2025-07-05,hospital,16.75,synthetic
YGM-CAP-0004,2025-07-12,hospital,26.58,synthetic
YGM-CAP-0004,2025-07-19,hospital,18.33,synthetic
YGM-CAP-0004,2025-07-26,hospital,22.84,synthetic
YGM-CAP-0004,2025-08-02,hospital,18.84,synthetic
YGM-CAP-0004,2025-08-09,hospital,19.98,synthetic
YGM-CAP-0004,2025-08-16,hospital,18.74,synthetic
YGM-CAP-0004,2025-08-23,hospital,12.91,synthetic
YGM-CAP-0004,2025-08-30,hospital,78.54,synthetic
YGM-CAP-0004,2025-09-06,hospital,72.29,synthetic
YGM-CAP-0004,2025-09-13,hospital,82.26,synthetic
YGM-CAP-0004,2025-09-20,hospital,73.4,synthetic
YGM-CAP-0004,2025-09-27,hospital,70.77,synthetic
YGM-CAP-0004,2025-10-04,hospital,65.13,synthetic
YGM-CAP-0004,2025-10-11,hospital,68.03,synthetic
YGM-CAP-0004,2025-10-18,hospital,179.99,synthetic
YGM-CAP-0004,2025-10-25,hospital,197.33,synthetic
YGM-CAP-0004,2025-11-01,hospital,147.9,synthetic
YGM-CAP-0004,2025-11-08,hospital,171.57,synthetic
YGM-CAP-0004,2025-11-15,hospital,114.23,synthetic
YGM-CAP-0004,2025-11-22,hospital,178.41,synthetic
YGM-CAP-0004,2025-11-29,hospital,132.21,synthetic
YGM-CAP-0004,2025-12-06,hospital,184.65,synthetic
YGM-CAP-0004,2025-12-13,hospital,166.7,synthetic
YGM-CAP-0004,2025-12-20,hospital,139.42,synthetic
YGM-CAP-0004,2025-12-27,hospital,126.61,synthetic
YGM-CAP-0004,2026-01-03,hospital,89.84,synthetic
YGM-CAP-0004,2026-01-10,hospital,182.68,synthetic
YGM-CAP-0004,2026-01-17,hospital,385.75,synthetic
YGM-CAP-0004,2026-01-24,hospital,346.12,synthetic
YGM-CAP-0004,2026-01-31,hospital,335.33,synthetic
YGM-CAP-0004,2026-02-07,hospital,409.83,synthetic
YGM-CAP-0004,2026-02-14,hospital,389.06,synthetic
YGM-CAP-0004,2026-02-21,hospital,432.52,synthetic
YGM-CAP-0004,2026-02-28,hospital,354.52,synthetic
YGM-CAP-0004,2026-03-07,hospital,404.58,synthetic
YGM-CAP-0004,2026-03-14,hospital,331.72,synthetic
YGM-CAP-0004,2026-03-21,hospital,323.58,synthetic
YGM-CAP-0004,2026-03-28,hospital,280.21,synthetic
YGM-CAP-0004,2026-04-04,hospital,227.15,synthetic
YGM-CAP-0004,2026-04-11,hospital,219.45,synthetic
YGM-CAP-0004,2026-04-18,hospital,299.67,synthetic
YGM-CAP-0004,2026-04-25,hospital,245.83,synthetic
YGM-CAP-0004,2026-05-02,hospital,422.23,synthetic
YGM-CAP-0004,2026-05-09,hospital,960.42,synthetic
YGM-CAP-0004,2026-05-16,hospital,695.58,synthetic
YGM-CAP-0004,2026-05-23,hospital,683.36,synthetic
YGM-CAP-0004,2026-05-30,hospital,538.72,synthetic
YGM-CAP-0004,2026-06-06,hospital,434.25,synthetic
YGM-CAP-0004,2026-06-13,hospital,683.5,synthetic
YGM-CAP-0004,2026-06-20,hospital,901.67,synthetic
YGM-CAP-0004,2026-06-27,hospital,693.61,synthetic
YGM-CAP-0005,2024-07-06,hospital,0.17,synthetic
YGM-CAP-0005,2024-07-13,hospital,0.14,synthetic
YGM-CAP-0005,2024-07-20,hospital,0.09,synthetic
YGM-CAP-0005,2024-07-27,hospital,0.11,synthetic
YGM-CAP-0005,2024-08-03,hospital,0.11,synthetic
YGM-CAP-0005,2024-08-10,hospital,0.13,synthetic
YGM-CAP-0005,2024-08-17,hospital,0.15,synthetic
YGM-CAP-0005,2024-08-24,hospital,0.1,synthetic
YGM-CAP-0005,2024-08-31,hospital,0.12,synthetic
YGM-CAP-0005,2024-09-07,hospital,0.12,synthetic
YGM-CAP-0005,2024-09-14,hospital,0.11,synthetic
YGM-CAP-0005,2024-09-21,hospital,0.1,synthetic
YGM-CAP-0005,2024-09-28,hospital,0.12,synthetic
YGM-CAP-0005,2024-10-05,hospital,0.47,synthetic
YGM-CAP-0005,2024-10-12,hospital,0.37,synthetic
YGM-CAP-0005,2024-10-19,hospital,0.45,synthetic
YGM-CAP-0005,2024-10-26,hospital,0.4,synthetic
YGM-CAP-0005,2024-11-02,hospital,0.51,synthetic
YGM-CAP-0005,2024-11-09,hospital,0.29,synthetic
YGM-CAP-0005,2024-11-16,hospital,0.36,synthetic
YGM-CAP-0005,2024-11-23,hospital,0.52,synthetic
YGM-CAP-0005,2024-11-30,hospital,0.62,synthetic
YGM-CAP-0005,2024-12-07,hospital,0.5,synthetic
YGM-CAP-0005,2024-12-14,hospital,0.58,synthetic
YGM-CAP-0005,2024-12-21,hospital,0.66,synthetic
YGM-CAP-0005,2024-12-28,hospital,1.02,synthetic
YGM-CAP-0005,2025-01-04,hospital,2.89,synthetic
YGM-CAP-0005,2025-01-11,hospital,4.15,synthetic
YGM-CAP-0005,2025-01-18,hospital,3.29,synthetic
YGM-CAP-0005,2025-01-25,hospital,2.73,synthetic
YGM-CAP-0005,2025-02-01,hospital,2.18,synthetic
YGM-CAP-0005,2025-02-08,hospital,2.16,synthetic
YGM-CAP-0005,2025-02-15,hospital,2.16,synthetic
YGM-CAP-0005,2025-02-22,hospital,2.94,synthetic
